time,col2,col3,chosen,state
0.0,0,0,0,pos_pos
0.001993777,0,0,0,pos_pos
0.003856681,0,1,1,pos_pos
0.005853485,0,1,1,pos_pos
0.00786035,0,1,1,pos_pos
0.00989295,0,1,1,pos_pos
0.011914159,0,2,2,pos_pos
0.01389906,0,2,2,pos_pos
0.015869302,0,3,3,pos_pos
0.017914336,0,3,3,pos_pos
0.019903853,0,4,4,pos_pos
0.021889928,0,4,4,pos_pos
0.023918576,0,5,5,pos_pos
0.025888551,0,5,5,pos_pos
0.027864034,0,6,6,pos_pos
0.029866251,0,6,6,pos_pos
0.031902982,0,6,6,pos_pos
0.033826564,0,6,6,pos_pos
0.035811752,0,6,6,pos_pos
0.037782736,0,6,6,pos_pos
0.039786335,1,5,5,pos_pos
0.04181346,1,5,5,pos_pos
0.0437632,1,5,5,pos_pos
0.045808903,1,4,4,pos_pos
0.047803108,1,4,4,pos_pos
0.049794968,1,3,3,pos_pos
0.051807298,1,3,3,pos_pos
0.053787342,1,2,2,pos_pos
0.055889118,1,2,2,pos_pos
0.057921925,1,1,1,pos_pos
0.059867619,2,1,1,pos_pos
0.061800777,1,1,1,pos_pos
0.063735514,2,0,2,pos_pos
0.065721971,2,0,2,pos_pos
0.067720232,2,0,2,pos_pos
0.069711684,2,0,2,pos_pos
0.071786662,3,0,3,pos_pos
0.073761351,3,1,1,pos_pos
0.075805085,3,1,1,pos_pos
0.077908362,3,1,1,pos_pos
0.079851401,3,1,1,pos_pos
0.081787606,4,2,2,pos_pos
0.083814836,4,3,3,pos_pos
0.085818226,3,3,3,pos_pos
0.087775607,3,4,4,pos_pos
0.089831458,4,5,5,pos_pos
0.09180476,4,6,6,pos_pos
0.093744242,4,6,6,pos_pos
0.095752914,4,7,7,pos_pos
0.097759567,4,8,8,pos_pos
0.099661426,4,8,8,pos_pos
0.101663773,4,9,9,pos_pos
0.103662122,4,10,10,pos_pos
0.105676973,4,11,11,pos_pos
0.10773387,4,11,11,pos_pos
0.109681407,4,12,12,pos_pos
0.111663714,4,13,13,pos_pos
0.113912889,4,14,14,pos_pos
0.115646441,4,14,14,pos_pos
0.117636887,4,15,15,pos_pos
0.119621507,4,15,15,pos_pos
0.121574197,4,16,16,pos_pos
0.123650817,4,16,16,pos_pos
0.125580126,4,16,16,pos_pos
0.127629532,5,17,17,pos_pos
0.129631466,5,17,17,pos_pos
0.131629667,5,17,17,pos_pos
0.133593261,6,18,18,pos_pos
0.135618734,6,18,18,pos_pos
0.137606279,6,19,19,pos_pos
0.139607862,7,19,19,pos_pos
0.141651621,7,19,19,pos_pos
0.143649144,7,19,19,pos_pos
0.145700095,7,20,20,pos_pos
0.147592146,8,20,20,pos_pos
0.149652923,8,20,20,pos_pos
0.151552273,8,20,20,pos_pos
0.153550904,9,20,20,pos_pos
0.155582448,9,20,20,pos_pos
0.157572186,9,20,20,pos_pos
0.159612253,10,20,20,pos_pos
0.161545163,10,20,20,pos_pos
0.163638018,10,20,20,pos_pos
0.165582319,11,20,20,pos_pos
0.167743863,11,20,20,pos_pos
0.169704328,11,20,20,pos_pos
0.17166458,12,20,20,pos_pos
0.173684617,12,19,19,pos_pos
0.175749597,13,19,19,pos_pos
0.177653963,13,19,19,pos_pos
0.179595739,13,19,19,pos_pos
0.181544012,14,19,19,pos_pos
0.183547759,14,18,18,pos_pos
0.185560035,14,18,18,pos_pos
0.187572603,15,18,18,pos_pos
0.189586041,15,18,18,pos_pos
0.191612272,15,18,18,pos_pos
0.193570405,15,18,18,pos_pos
0.19575615,15,18,18,pos_pos
0.197541587,16,18,18,pos_pos
0.199656051,16,17,17,pos_pos
0.20156423,16,18,18,pos_pos
0.203579463,16,18,18,pos_pos
0.205586636,16,18,18,pos_pos
0.207507581,17,18,18,pos_pos
0.209488149,17,18,18,pos_pos
0.211517253,17,19,19,pos_pos
0.213614094,17,19,19,pos_pos
0.215617882,18,19,19,pos_pos
0.217623806,18,20,20,pos_pos
0.219551085,18,20,20,pos_pos
0.221503752,19,21,21,pos_pos
0.223476304,19,21,21,pos_pos
0.225457368,19,21,21,pos_pos
0.227457214,19,21,21,pos_pos
0.229512253,20,22,22,pos_pos
0.231445098,20,23,23,pos_pos
0.233468893,20,23,23,pos_pos
0.235482953,20,24,24,pos_pos
0.237590883,21,24,24,pos_pos
0.239471851,21,25,25,pos_pos
0.241548828,20,25,25,pos_pos
0.243435439,21,25,25,pos_pos
0.245607117,21,26,26,pos_pos
0.247417472,21,26,26,pos_pos
0.249391016,21,27,27,pos_pos
0.251433638,22,27,27,pos_pos
0.253446844,22,28,28,pos_pos
0.255424857,22,28,28,pos_pos
0.257434369,23,28,28,pos_pos
0.259362047,23,29,29,pos_pos
0.26156794,23,29,29,pos_pos
0.263388967,24,30,30,pos_pos
0.265637155,24,30,30,pos_pos
0.267420324,25,31,31,pos_pos
0.269559632,25,31,31,pos_pos
0.271359883,25,31,31,pos_pos
0.273586957,26,31,31,pos_pos
0.275326732,26,31,31,pos_pos
0.277363976,27,31,31,pos_pos
0.2793819,27,31,31,pos_pos
0.281677777,27,31,31,pos_pos
0.283418803,28,31,31,pos_pos
0.285405316,28,31,31,pos_pos
0.287367904,28,31,31,pos_pos
0.289367861,29,31,31,pos_pos
0.291378301,29,31,31,pos_pos
0.293357872,29,31,31,pos_pos
0.29534198,29,31,31,pos_pos
0.297320907,29,31,31,pos_pos
0.299295664,29,30,30,pos_pos
0.301362644,29,30,30,pos_pos
0.303332949,29,30,30,pos_pos
0.305291108,29,30,30,pos_pos
0.307316241,29,29,29,pos_pos
0.309285938,30,29,29,pos_pos
0.311387705,30,29,29,pos_pos
0.313247073,30,29,29,pos_pos
0.315283874,30,29,29,pos_pos
0.317263756,31,28,28,pos_pos
0.319350383,31,29,29,pos_pos
0.321387427,31,29,29,pos_pos
0.323301048,31,29,29,pos_pos
0.325343044,32,29,29,pos_pos
0.32729861,32,29,29,pos_pos
0.329264425,32,30,30,pos_pos
0.331304446,32,30,30,pos_pos
0.333253158,32,31,31,pos_pos
0.335260094,32,32,32,pos_pos
0.337348488,32,32,32,pos_pos
0.339258081,33,33,33,pos_pos
0.34124669,33,34,34,pos_pos
0.343225321,33,34,34,pos_pos
0.345183715,33,35,35,pos_pos
0.347185219,33,36,36,pos_pos
0.349239283,34,37,37,pos_pos
0.351209487,34,38,38,pos_pos
0.353262575,34,39,39,pos_pos
0.355180705,35,40,40,pos_pos
0.357269771,35,40,40,pos_pos
0.359204853,35,41,41,pos_pos
0.361264688,36,42,42,pos_pos
0.363221233,36,43,43,pos_pos
0.365177604,37,44,44,pos_pos
0.367197123,37,44,44,pos_pos
0.369186108,37,45,45,pos_pos
0.371197317,38,46,46,pos_pos
0.37317457,38,47,47,pos_pos
0.375267769,39,48,48,pos_pos
0.377165534,39,49,49,pos_pos
0.379114274,40,50,50,pos_pos
0.38110748,41,50,50,pos_pos
0.383135264,41,51,51,pos_pos
0.385124886,42,52,52,pos_pos
0.387092763,43,52,52,pos_pos
0.389086589,43,53,53,pos_pos
0.391074895,44,54,54,pos_pos
0.393098891,45,54,54,pos_pos
0.39509683,45,55,55,pos_pos
0.397118475,46,55,55,pos_pos
0.399067133,46,56,56,pos_pos
0.401082712,47,56,56,pos_pos
0.403127204,47,57,57,pos_pos
0.405102865,47,57,57,pos_pos
0.407110255,47,58,58,pos_pos
0.409066485,47,58,58,pos_pos
0.411179081,47,58,58,pos_pos
0.413042504,47,59,59,pos_pos
0.415052798,47,59,59,pos_pos
0.417086616,47,59,59,pos_pos
0.419116607,47,59,59,pos_pos
0.421150758,47,59,59,pos_pos
0.422142656,47,59,59,pos_pos
0.424106848,47,59,59,pos_pos
0.426130329,47,59,59,pos_pos
0.428092523,47,59,59,pos_pos
0.430196866,47,59,59,pos_pos
0.432160995,47,59,59,pos_pos
0.434135669,47,59,59,pos_pos
0.436155849,47,60,60,pos_pos
0.438084838,47,60,60,pos_pos
0.440108077,47,60,60,pos_pos
0.442146721,47,60,60,pos_pos
0.444107939,47,61,61,pos_pos
0.446152592,47,61,61,pos_pos
0.448086531,47,62,62,pos_pos
0.450113536,46,62,62,pos_pos
0.45208112,46,63,63,pos_pos
0.454076657,45,63,63,pos_pos
0.456085381,44,64,64,pos_pos
0.458089458,44,64,64,pos_pos
0.460075837,43,65,65,pos_pos
0.462091733,42,65,65,pos_pos
0.464078244,41,66,66,pos_pos
0.466075358,40,66,66,pos_pos
0.468039089,39,66,66,pos_pos
0.470121989,39,66,66,pos_pos
0.472042008,38,66,66,pos_pos
0.474072208,37,66,66,pos_pos
0.476050013,36,66,66,pos_pos
0.478011997,35,66,66,pos_pos
0.47999983,34,65,65,pos_pos
0.482008334,33,65,65,pos_pos
0.484018954,32,65,65,pos_pos
0.485989241,32,65,65,pos_pos
0.487976749,31,65,65,pos_pos
0.490026757,30,65,65,pos_pos
0.491996174,29,65,65,pos_pos
0.493996998,29,65,65,pos_pos
0.49599573,29,65,65,pos_pos
0.49798876,29,65,65,pos_pos
0.500047309,28,65,65,pos_pos
0.50208865,28,65,65,pos_pos
0.504000429,28,64,64,pos_pos
0.506014803,28,64,64,pos_pos
0.508012925,28,64,64,pos_pos
0.510057074,28,64,64,pos_pos
0.511970312,28,64,64,pos_pos
0.514009554,28,64,64,pos_pos
0.516050601,29,64,64,pos_pos
0.518061805,29,64,64,pos_pos
0.520016576,29,64,64,pos_pos
0.522021652,30,64,64,pos_pos
0.523960173,30,63,63,pos_pos
0.526014185,31,63,63,pos_pos
0.527903061,32,63,63,pos_pos
0.529949077,32,63,63,pos_pos
0.531992247,33,63,63,pos_pos
0.53402704,34,63,63,pos_pos
0.535964209,35,63,63,pos_pos
