time,col2,col3,chosen,state
0.0,0,0,0,pos_pos
0.00199956,0,0,0,pos_pos
0.003954637,0,0,0,pos_pos
0.005985174,0,0,0,pos_pos
0.007982558,0,0,0,pos_pos
0.009986433,0,0,0,pos_pos
0.012006774,0,0,0,pos_pos
0.014064549,0,0,0,pos_pos
0.016017474,0,0,0,pos_pos
0.018037726,0,0,0,pos_pos
0.02002303,0,0,0,pos_pos
0.022022759,0,0,0,pos_pos
0.024012097,0,0,0,pos_pos
0.025959064,0,0,0,pos_pos
0.028032542,0,0,0,pos_pos
0.030012456,0,0,0,pos_pos
0.032004594,0,0,0,pos_pos
0.03398927,0,0,0,pos_pos
0.03595842,0,0,0,pos_pos
0.038017393,0,0,0,pos_pos
0.039961839,0,0,0,pos_pos
0.041982924,0,0,0,pos_pos
0.043976895,0,0,0,pos_pos
0.045962614,0,0,0,pos_pos
0.047941444,0,0,0,pos_pos
0.049939722,0,0,0,pos_pos
0.051943435,0,0,0,pos_pos
0.053933936,0,1,1,pos_pos
0.055955166,0,1,1,pos_pos
0.057926311,0,1,1,pos_pos
0.059907926,0,1,1,pos_pos
0.061937398,0,1,1,pos_pos
0.063910629,1,1,1,pos_pos
0.065943063,1,1,1,pos_pos
0.067954674,1,1,1,pos_pos
0.069962121,2,1,1,pos_pos
0.071921377,2,1,1,pos_pos
0.073937844,2,1,1,pos_pos
0.075944848,2,1,1,pos_pos
0.077893019,2,1,1,pos_pos
0.079946707,2,1,1,pos_pos
0.081884889,2,1,1,pos_pos
0.08390069,2,1,1,pos_pos
0.085872611,2,1,1,pos_pos
0.087869594,3,1,1,pos_pos
0.089853679,3,1,1,pos_pos
0.091886031,3,1,1,pos_pos
0.09394618,4,1,1,pos_pos
0.095935854,4,1,1,pos_pos
0.097927621,4,1,1,pos_pos
0.099984713,4,1,1,pos_pos
0.101979464,4,1,1,pos_pos
0.103980913,5,1,1,pos_pos
0.105906124,5,1,1,pos_pos
0.107911092,5,1,1,pos_pos
0.109820009,6,1,1,pos_pos
0.111849758,6,1,1,pos_pos
0.113799749,6,1,1,pos_pos
0.115853004,7,1,1,pos_pos
0.117806335,7,1,1,pos_pos
0.119847775,9,1,1,pos_pos
0.121793979,9,1,1,pos_pos
0.123825815,9,1,1,pos_pos
0.125783366,9,1,1,pos_pos
0.127831268,10,1,1,pos_pos
0.129802058,10,1,1,pos_pos
0.131887798,11,1,1,pos_pos
0.133828553,11,1,1,pos_pos
0.135797087,12,1,1,pos_pos
0.137824381,12,1,1,pos_pos
0.13980824,13,1,1,pos_pos
0.141756483,13,1,1,pos_pos
0.143809675,14,1,1,pos_pos
0.145727653,15,1,1,pos_pos
0.147736294,15,1,1,pos_pos
0.149729754,16,1,1,pos_pos
0.151919204,16,1,1,pos_pos
0.153783991,16,1,1,pos_pos
0.155921319,17,1,1,pos_pos
0.157751873,18,1,1,pos_pos
0.159904553,19,1,1,pos_pos
0.161769835,19,1,1,pos_pos
0.16386206,20,1,1,pos_pos
0.165737916,20,2,2,pos_pos
0.167738061,21,2,2,pos_pos
0.169732829,22,2,2,pos_pos
0.17174037,22,2,2,pos_pos
0.173702832,24,2,2,pos_pos
0.175675198,24,3,3,pos_pos
0.177726399,25,3,3,pos_pos
0.179763024,25,3,3,pos_pos
0.181653098,26,4,4,pos_pos
0.18368094,27,4,4,pos_pos
0.185696834,28,5,5,pos_pos
0.187657072,29,5,5,pos_pos
0.189656912,30,6,6,pos_pos
0.191727018,30,6,6,pos_pos
0.193695809,31,7,7,pos_pos
0.195650947,32,7,7,pos_pos
0.197701272,33,8,8,pos_pos
0.199714138,34,8,8,pos_pos
0.201643755,35,9,9,pos_pos
0.203697904,36,10,10,pos_pos
0.205626548,36,11,11,pos_pos
0.207667103,37,11,11,pos_pos
0.209667921,38,12,12,pos_pos
0.211646025,39,13,13,pos_pos
0.213659888,40,13,13,pos_pos
0.21568567,41,14,14,pos_pos
0.217737485,42,15,15,pos_pos
0.219764012,43,15,15,pos_pos
0.22167232,44,16,16,pos_pos
0.223644693,45,17,17,pos_pos
0.225643935,46,18,18,pos_pos
0.227694253,47,19,19,pos_pos
0.22993966,48,19,19,pos_pos
0.231611963,48,20,20,pos_pos
0.23384248,50,21,21,pos_pos
0.235587868,50,21,21,pos_pos
0.237590062,51,23,23,pos_pos
0.239642659,52,23,23,pos_pos
0.241628683,53,24,24,pos_pos
0.243586741,54,25,25,pos_pos
0.245554164,55,26,26,pos_pos
0.247576406,55,27,27,pos_pos
0.249551832,56,28,28,pos_pos
0.251621483,56,29,29,pos_pos
0.253610748,56,30,30,pos_pos
0.255621996,56,31,31,pos_pos
0.257578515,56,33,33,pos_pos
0.259572831,56,34,34,pos_pos
0.261548595,56,35,35,pos_pos
0.263684709,55,37,37,pos_pos
