time,col2,col3,chosen,state
0.0,0,0,0,neg_neg
0.002140226,0,-1,-1,neg_neg
0.004025563,0,-2,-2,neg_neg
0.006090765,1,-4,1,neg_neg
0.007915939,0,-5,-5,neg_neg
0.010060611,0,-6,-6,neg_neg
0.019940203,1,-7,1,pos_pos
0.021975481,1,-7,1,pos_pos
0.023955514,1,-7,1,pos_pos
0.026090498,1,-6,1,pos_pos
0.027921596,1,-6,1,pos_pos
0.030126301,1,-5,1,pos_pos
0.031886864,1,-4,1,pos_pos
0.033836382,1,-4,1,pos_pos
0.035828331,1,-3,1,pos_pos
0.037832682,1,-2,1,pos_pos
0.039921858,1,-1,1,pos_pos
0.041863162,1,0,1,pos_pos
0.043831815,1,1,1,pos_pos
0.045844109,0,1,1,pos_pos
0.047771519,0,2,2,pos_pos
0.049848804,0,3,3,pos_pos
0.051836794,0,4,4,pos_pos
0.053861152,0,6,6,pos_pos
0.055757127,0,7,7,pos_pos
0.057730554,-1,7,7,pos_pos
0.059735605,-1,8,8,pos_pos
0.061729161,-1,9,9,pos_pos
0.063794385,-1,10,10,pos_pos
0.065778239,-2,11,11,pos_pos
0.067776138,-2,12,12,pos_pos
0.069762011,-2,13,13,pos_pos
0.071767125,-2,14,14,pos_pos
0.073802854,-3,15,15,pos_pos
0.075736244,-3,16,16,pos_pos
0.077756457,-3,17,17,pos_pos
0.079784389,-2,18,18,pos_pos
0.081769828,-3,19,19,pos_pos
0.083805176,-3,20,20,pos_pos
0.085762649,-2,20,20,pos_pos
0.08781947,-2,21,21,pos_pos
0.089815406,-2,22,22,pos_pos
0.091692523,-2,22,22,pos_pos
0.093782002,-2,23,23,pos_pos
0.095793472,-2,24,24,pos_pos
0.097780598,-2,24,24,pos_pos
0.099735267,-2,25,25,pos_pos
0.101709928,-2,25,25,pos_pos
0.103762874,-2,25,25,pos_pos
0.105782889,-2,25,25,pos_pos
0.107755619,-2,25,25,pos_pos
0.109760023,-2,25,25,pos_pos
0.111694596,-2,25,25,pos_pos
0.113742719,-2,25,25,pos_pos
0.115846854,-2,25,25,pos_pos
0.117708352,-2,25,25,pos_pos
0.119669588,-2,24,24,pos_pos
0.121630638,-2,24,24,pos_pos
0.123657215,-1,23,23,pos_pos
0.125670318,-1,23,23,pos_pos
0.127690276,-1,22,22,pos_pos
0.129699704,-1,22,22,pos_pos
0.131646186,0,22,22,pos_pos
0.133673105,0,21,21,pos_pos
0.1356609,0,21,21,pos_pos
0.137730385,0,20,20,pos_pos
0.139687893,0,20,20,pos_pos
0.141698726,0,20,20,pos_pos
0.143696404,1,20,20,pos_pos
0.145683941,1,20,20,pos_pos
0.147672133,2,19,19,pos_pos
0.149658954,2,18,18,pos_pos
0.151596032,2,18,18,pos_pos
0.153628684,3,18,18,pos_pos
0.155667485,3,17,17,pos_pos
0.157627717,4,17,17,pos_pos
0.159619979,4,16,16,pos_pos
0.161629803,4,16,16,pos_pos
0.163574116,5,16,16,pos_pos
0.165572415,5,16,16,pos_pos
0.167589138,6,16,16,pos_pos
0.169601302,6,16,16,pos_pos
0.171585567,6,16,16,pos_pos
0.173647426,6,16,16,pos_pos
0.175560811,6,16,16,pos_pos
0.177598192,6,16,16,pos_pos
0.179628487,6,17,17,pos_pos
0.181601895,7,17,17,pos_pos
0.183552245,6,18,18,pos_pos
0.185512383,6,18,18,pos_pos
0.18752671,6,19,19,pos_pos
0.189509407,6,20,20,pos_pos
0.191521734,6,20,20,pos_pos
0.193578335,6,20,20,pos_pos
0.195557265,5,20,20,pos_pos
0.197532806,5,20,20,pos_pos
0.199555895,4,21,21,pos_pos
0.201520355,4,21,21,pos_pos
0.203453749,4,22,22,pos_pos
0.205468307,3,22,22,pos_pos
0.207458706,3,22,22,pos_pos
0.209486789,3,22,22,pos_pos
0.2115049,2,23,23,pos_pos
0.213521228,2,23,23,pos_pos
0.215562504,2,23,23,pos_pos
0.217541905,2,24,24,pos_pos
0.219408541,2,24,24,pos_pos
0.221520483,2,24,24,pos_pos
0.223453249,1,25,25,pos_pos
0.225452261,1,25,25,pos_pos
0.227402369,1,26,26,pos_pos
0.229428455,1,26,26,pos_pos
0.231444753,1,27,27,pos_pos
0.233433207,1,27,27,pos_pos
0.235530931,1,28,28,pos_pos
0.237434988,1,28,28,pos_pos
0.239432685,1,29,29,pos_pos
0.241458955,1,29,29,pos_pos
0.243451364,1,29,29,pos_pos
0.245436676,2,30,30,pos_pos
0.247411644,2,30,30,pos_pos
0.249395852,2,30,30,pos_pos
0.251448544,2,30,30,pos_pos
0.25340703,2,30,30,pos_pos
0.255395432,2,30,30,pos_pos
0.257409684,2,29,29,pos_pos
0.25936906,2,29,29,pos_pos
0.26137863,2,29,29,pos_pos
0.263352569,2,29,29,pos_pos
0.265452737,2,28,28,pos_pos
0.267358578,2,27,27,pos_pos
0.269368664,2,26,26,pos_pos
0.271425472,2,26,26,pos_pos
0.273365683,2,25,25,pos_pos
0.275387542,2,25,25,pos_pos
0.277375692,3,24,24,pos_pos
0.279431489,3,23,23,pos_pos
0.281369182,3,23,23,pos_pos
0.283376552,3,22,22,pos_pos
0.285361498,4,22,22,pos_pos
0.287357657,4,21,21,pos_pos
0.289385713,4,20,20,pos_pos
0.291335999,5,20,20,pos_pos
0.293331265,5,20,20,pos_pos
0.295273868,6,20,20,pos_pos
0.297300214,6,20,20,pos_pos
0.299315657,7,20,20,pos_pos
0.301325844,7,20,20,pos_pos
0.303337845,7,20,20,pos_pos
0.3053241,8,20,20,pos_pos
0.307301645,9,20,20,pos_pos
0.309299716,9,20,20,pos_pos
0.31132141,9,20,20,pos_pos
0.313285132,10,20,20,pos_pos
0.315324741,10,21,21,pos_pos
0.317205016,10,21,21,pos_pos
0.319203673,10,22,22,pos_pos
0.321152597,10,22,22,pos_pos
0.323231602,10,22,22,pos_pos
0.325165557,10,23,23,pos_pos
0.327209415,10,24,24,pos_pos
0.329169778,10,25,25,pos_pos
0.331199963,10,25,25,pos_pos
0.333168739,10,26,26,pos_pos
0.335190186,9,26,26,pos_pos
0.337154799,9,27,27,pos_pos
0.339192531,9,28,28,pos_pos
0.341157877,9,28,28,pos_pos
0.343153011,9,29,29,pos_pos
0.345110781,9,29,29,pos_pos
0.347186029,9,30,30,pos_pos
0.349132418,9,31,31,pos_pos
0.351163863,9,31,31,pos_pos
0.35312941,9,32,32,pos_pos
0.355215049,9,33,33,pos_pos
0.357243547,9,34,34,pos_pos
0.359188584,9,35,35,pos_pos
0.3612023,9,35,35,pos_pos
0.36313772,9,36,36,pos_pos
0.365152255,9,37,37,pos_pos
0.367119498,9,37,37,pos_pos
0.369116398,9,39,39,pos_pos
0.371083337,9,39,39,pos_pos
0.373146652,9,39,39,pos_pos
0.375184183,9,40,40,pos_pos
0.377093788,9,41,41,pos_pos
0.379086568,9,41,41,pos_pos
0.381140577,9,42,42,pos_pos
0.383082484,9,42,42,pos_pos
0.385165787,9,42,42,pos_pos
0.387061753,9,42,42,pos_pos
0.389111971,10,42,42,pos_pos
0.391114581,10,42,42,pos_pos
0.393162366,11,42,42,pos_pos
0.395148223,11,42,42,pos_pos
0.39722714,11,42,42,pos_pos
0.3991178,12,41,41,pos_pos
0.401129987,12,41,41,pos_pos
0.403265928,13,40,40,pos_pos
0.405189829,13,40,40,pos_pos
0.407172173,14,39,39,pos_pos
0.409201748,14,39,39,pos_pos
0.411179882,15,37,37,pos_pos
0.413215666,15,36,36,pos_pos
0.415129421,16,36,36,pos_pos
0.417172147,17,35,35,pos_pos
0.419080578,17,34,34,pos_pos
0.42115622,18,33,33,pos_pos
0.423092104,18,32,32,pos_pos
0.425202791,19,31,31,pos_pos
0.427200485,20,30,30,pos_pos
0.429259037,20,29,29,pos_pos
0.431163076,21,29,29,pos_pos
0.433119262,21,28,28,pos_pos
0.435110132,21,28,28,pos_pos
0.437114746,22,28,28,pos_pos
0.439103274,22,28,28,pos_pos
0.441134398,23,28,28,pos_pos
0.44311673,23,28,28,pos_pos
0.445267492,23,28,28,pos_pos
0.447283048,23,28,28,pos_pos
0.449155714,23,29,29,pos_pos
0.450991869,24,29,29,pos_pos
0.453185453,23,30,30,pos_pos
0.455084633,24,31,31,pos_pos
0.457081482,23,31,31,pos_pos
0.459030354,24,32,32,pos_pos
0.46118618,24,33,33,pos_pos
0.463095676,24,33,33,pos_pos
0.464951709,24,34,34,pos_pos
0.466915334,24,35,35,pos_pos
0.468917257,24,35,35,pos_pos
0.470918662,24,36,36,pos_pos
0.472954785,24,37,37,pos_pos
0.474928923,24,38,38,pos_pos
0.477187841,24,39,39,pos_pos
0.479110135,24,39,39,pos_pos
0.480987847,24,40,40,pos_pos
0.482988077,24,41,41,pos_pos
0.485025298,24,42,42,pos_pos
0.487113101,24,43,43,pos_pos
0.488992273,24,44,44,pos_pos
0.490965826,24,45,45,pos_pos
0.492922033,24,46,46,pos_pos
0.494936443,24,47,47,pos_pos
0.4969841,24,48,48,pos_pos
0.498917351,25,50,50,pos_pos
0.500967897,25,50,50,pos_pos
0.502916063,25,51,51,pos_pos
0.504895832,26,53,53,pos_pos
0.506906751,27,54,54,pos_pos
0.508932625,27,55,55,pos_pos
0.510890223,28,56,56,pos_pos
0.512879573,29,57,57,pos_pos
0.514864808,29,58,58,pos_pos
0.516893041,30,59,59,pos_pos
0.518901727,31,61,61,pos_pos
0.520910947,33,62,62,pos_pos
0.522868424,34,63,63,pos_pos
0.524845743,35,64,64,pos_pos
0.526905589,35,65,65,pos_pos
0.528851741,36,66,66,pos_pos
0.53093652,37,66,66,pos_pos
0.532882392,38,68,68,pos_pos
0.534849352,39,68,68,pos_pos
0.536869128,40,69,69,pos_pos
0.538892298,41,69,69,pos_pos
0.540878948,41,70,70,pos_pos
0.542889588,42,70,70,pos_pos
0.544864319,43,70,70,pos_pos
0.547178037,44,70,70,pos_pos
0.548887726,45,70,70,pos_pos
0.550925534,45,70,70,pos_pos
0.552821578,46,70,70,pos_pos
0.554984033,47,70,70,pos_pos
0.556858205,48,69,69,pos_pos
0.559061981,48,69,69,pos_pos
0.560834845,49,68,68,pos_pos
0.562911809,50,67,67,pos_pos
0.564801965,50,67,67,pos_pos
0.566873932,51,66,66,pos_pos
0.568844271,51,65,65,pos_pos
0.570790773,52,65,65,pos_pos
0.572821388,52,65,65,pos_pos
0.574816577,52,64,64,pos_pos
0.576788209,53,64,64,pos_pos
0.578846312,53,63,63,pos_pos
0.580867643,53,63,63,pos_pos
0.58288401,53,64,64,pos_pos
0.584790149,53,64,64,pos_pos
0.58697057,53,64,64,pos_pos
0.58880335,53,65,65,pos_pos
0.590862734,53,65,65,pos_pos
0.59277223,53,66,66,pos_pos
0.594807537,53,66,66,pos_pos
0.596733726,52,67,67,pos_pos
0.598726508,52,68,68,pos_pos
0.600742018,51,69,69,pos_pos
0.602774304,51,69,69,pos_pos
0.604821975,50,70,70,pos_pos
0.60687247,49,71,71,pos_pos
0.608787089,48,72,72,pos_pos
0.610730427,47,73,73,pos_pos
0.612716782,46,74,74,pos_pos
0.614748038,45,75,75,pos_pos
0.616683997,43,76,76,pos_pos
0.618700402,42,76,76,pos_pos
0.620704825,41,77,77,pos_pos
0.622714691,40,79,79,pos_pos
0.624656653,38,79,79,pos_pos
0.626733433,37,80,80,pos_pos
0.628701355,36,82,82,pos_pos
0.630677625,35,82,82,pos_pos
0.6326606,34,84,84,pos_pos
0.634644347,31,84,84,pos_pos
0.636683393,31,84,84,pos_pos
0.638665948,30,86,86,pos_pos
0.640629512,29,87,87,pos_pos
0.642630807,28,88,88,pos_pos
0.644651339,27,88,88,pos_pos
0.646718241,27,89,89,pos_pos
0.6487006,27,89,89,pos_pos
0.650674235,27,89,89,pos_pos
1.090912195,-13,-1,-1,neg_neg
1.092834484,-14,-2,-2,neg_neg
1.095019765,-14,-3,-3,neg_neg
1.096873863,-15,-4,-4,neg_neg
1.098851134,-15,-4,-4,neg_neg
1.10080991,-16,-4,-4,neg_neg
1.114852367,-20,0,0,pos_pos
1.116783887,-21,1,1,pos_pos
1.11876907,-21,2,2,pos_pos
1.120751564,-22,3,3,pos_pos
1.122815139,-23,5,5,pos_pos
1.124793607,-24,7,7,pos_pos
1.126859357,-25,8,8,pos_pos
1.128914605,-26,9,9,pos_pos
1.130864629,-27,11,11,pos_pos
1.132868391,-28,12,12,pos_pos
1.134810622,-29,13,13,pos_pos
1.136834911,-30,15,15,pos_pos
1.138810752,-31,16,16,pos_pos
1.140820111,-33,16,16,pos_pos
1.142825304,-33,17,17,pos_pos
1.144896895,-34,17,17,pos_pos
1.146852752,-36,17,17,pos_pos
1.174738181,-43,-1,-1,neg_neg
1.176678935,-43,-3,-3,neg_neg
1.17872473,-43,-5,-5,neg_neg
1.18073114,-43,-8,-8,neg_neg
1.182682903,-43,-10,-10,neg_neg
1.18470241,-43,-12,-12,neg_neg
1.186662379,-43,-15,-15,neg_neg
1.18866904,-43,-17,-17,neg_neg
1.190640982,-43,-19,-19,neg_neg
1.192651143,-43,-22,-22,neg_neg
1.19464557,-43,-24,-24,neg_neg
1.196658242,-43,-26,-26,neg_neg
1.198742725,-43,-29,-29,neg_neg
1.200616037,-43,-31,-31,neg_neg
