%time,field.layout.data_offset,field.data2,field.data1,field.data0,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1748214070741051022,0,237,0,242,230,222,0,305,491,600,674,674,483
1748214070843428437,0,240,0,241,229,221,2,305,492,601,673,674,484
1748214070941520122,0,240,0,243,230,218,0,304,491,601,673,673,484
1748214071043610970,0,240,0,241,230,221,0,306,491,600,674,672,483
1748214071142336287,0,240,0,242,230,218,0,306,491,602,674,673,482
1748214071244220439,0,240,0,242,230,220,0,305,491,600,671,671,482
1748214071342837945,0,242,0,241,231,220,0,306,492,598,673,672,482
1748214071441454137,0,239,0,241,230,221,0,308,490,599,672,672,482
1748214071543122353,0,239,0,242,230,221,0,306,490,599,672,671,483
1748214071642136281,0,239,0,242,230,221,0,306,490,599,671,671,484
1748214071744092388,0,240,0,243,232,220,0,306,490,598,671,671,480
1748214071842678911,0,239,0,242,229,217,0,305,490,599,671,671,483
1748214071941181250,0,239,0,242,230,221,0,305,490,598,671,670,483
1748214072043453699,0,239,1,242,230,219,0,304,490,598,672,670,482
1748214072141775995,0,239,0,241,229,221,0,304,491,599,672,671,482
1748214072243748440,0,240,0,241,230,221,0,305,490,598,671,672,482
1748214072342111694,0,239,0,243,230,220,0,305,492,599,671,675,481
1748214072444595022,0,239,0,244,231,220,1,304,491,597,673,668,483
1748214072543107177,0,238,0,241,230,220,0,305,491,600,671,671,482
1748214072641501811,0,235,0,239,230,220,0,305,489,598,671,671,483
1748214072743540632,0,239,0,242,230,220,0,304,490,598,671,672,482
1748214072841924734,0,239,0,241,231,220,0,304,490,599,670,671,482
1748214072944300179,0,239,0,243,231,221,0,305,490,600,671,671,482
1748214073043069834,0,239,0,243,235,220,0,304,491,599,671,671,481
1748214073141079939,0,239,0,244,231,220,0,304,491,599,670,671,482
1748214073243259827,0,239,0,245,231,221,0,304,491,598,670,671,481
1748214073341959023,0,238,0,246,227,220,0,305,491,599,671,671,482
1748214073443996007,0,239,0,245,230,220,0,304,490,598,671,671,482
1748214073542363514,0,239,0,246,231,220,0,304,490,597,672,671,481
1748214073640829045,0,238,0,246,230,220,0,306,491,599,671,671,482
1748214073743274357,0,240,0,246,229,219,0,304,490,598,671,671,480
1748214073841666234,0,240,0,246,230,213,0,304,489,598,671,670,481
1748214073944132005,0,239,0,247,230,220,0,305,490,598,670,671,480
1748214074042506425,0,238,0,248,231,221,0,304,491,598,670,670,481
1748214074144558590,0,237,0,248,229,220,0,303,489,598,671,671,481
1748214074243100933,0,239,0,249,230,220,0,303,489,598,671,670,480
1748214074341671476,0,240,0,249,229,221,0,304,488,597,671,670,481
1748214074443826038,0,239,0,249,231,220,0,304,490,598,670,670,480
1748214074542052690,0,239,0,250,230,215,0,305,490,598,670,670,480
1748214074644540637,0,239,0,251,222,220,0,302,490,597,670,670,480
1748214074742879637,0,243,0,251,231,220,0,304,489,597,670,670,481
1748214074841203203,0,238,0,252,230,219,0,304,491,597,669,670,481
1748214074943050239,0,239,0,252,229,221,0,301,487,596,670,669,481
1748214075041368289,0,238,0,253,230,220,0,303,489,597,669,669,481
1748214075144188341,0,239,0,253,230,220,0,303,489,597,670,670,480
1748214075242549360,0,238,0,254,231,221,0,305,489,597,670,670,480
