%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11
1746953737436932429,0,447,0,564,678,686,686,692,695,731,742,731,511
1746953737539348397,0,454,0,567,674,685,687,694,697,731,742,731,512
1746953737637669445,0,452,0,568,672,687,688,692,696,731,743,733,510
1746953737739473818,0,447,0,566,674,686,687,696,699,733,746,731,512
1746953737838134055,0,448,0,566,674,689,690,694,698,734,746,734,513
1746953737936375524,0,450,0,570,676,689,689,697,702,735,748,737,514
1746953738039217028,0,445,0,567,677,691,694,702,703,737,750,737,517
1746953738137660428,0,450,0,562,676,693,695,700,705,738,753,742,516
1746953738239619784,0,455,0,566,679,696,696,702,707,740,753,739,516
1746953738337893606,0,449,0,574,679,696,698,702,707,740,752,743,520
1746953738436268689,0,446,0,567,677,694,697,703,708,740,755,743,515
1746953738538797030,0,436,0,563,675,695,698,704,707,740,754,744,520
1746953738637087607,0,450,0,573,673,694,698,703,708,744,755,743,518
1746953738739097883,0,449,0,566,677,697,700,706,709,742,755,741,518
1746953738837346568,0,453,0,562,677,696,700,704,708,741,756,745,518
1746953738940333231,0,447,0,564,678,698,699,706,710,741,756,742,518
1746953739038604751,0,449,0,566,675,693,700,704,707,740,755,745,520
1746953739137206759,0,448,0,569,675,696,699,706,709,741,756,741,516
1746953739239063028,0,451,0,566,678,696,699,705,708,738,754,744,518
1746953739337852202,0,451,0,564,675,695,697,704,709,741,755,744,518
1746953739439899662,0,453,0,563,681,698,703,706,711,743,756,745,519
1746953739538346012,0,453,0,565,677,695,697,705,708,743,757,744,522
1746953739636545187,0,452,0,567,680,699,702,709,710,743,756,745,518
1746953739738699365,0,450,0,570,680,700,700,705,710,741,757,745,520
1746953739837247240,0,447,0,567,674,698,701,708,710,742,757,743,517
1746953739939535767,0,451,2,563,677,700,702,709,710,741,758,745,520
1746953740037891595,0,450,0,573,677,698,702,706,712,743,756,745,518
1746953740140396780,0,449,0,575,674,699,701,708,712,742,758,744,520
1746953740238578786,0,446,0,567,676,699,701,709,712,744,760,745,520
1746953740337270189,0,444,0,567,669,697,701,709,712,740,758,744,516
1746953740439055631,0,452,0,563,674,700,703,707,712,742,760,745,517
